run,size,ratio,sampling_time_s,total_time_s
1,10000,752.3631067573912,1.1417464000001019,2.0474787999996806
2,10000,583.4236261238411,1.1034254000001056,2.0316270000002987
3,10000,762.6509848387462,1.1661190999998325,2.219240699999773
4,10000,1037.4426671134893,1.11726439999984,2.461545599999681
5,10000,283.04705796077394,1.100885400000152,2.4327447000000575
6,10000,728.2807529125356,1.1755867000001672,2.124243899999783
7,10000,638.2414362356285,1.1382892999999967,2.402491899999859
8,10000,9.633986462924891,1.2414206000003105,1.9201720999999452
9,10000,901.319021592242,1.1232096999997339,1.9840276999998423
10,10000,67.49889172008123,1.125086999999894,1.8063876000001073
11,10000,1156.0353133962265,1.127885399999741,2.546513899999809
12,10000,338.90524538585015,1.1181157000000894,1.6781992000001082
13,10000,748.7259376700327,1.1818969000000834,2.057856500000071
14,10000,1666.9478300469013,1.1169592000001103,1.882356399999935
15,10000,1062.3143723465591,1.122692299999926,1.9001157000002422
16,10000,91.4883084005093,1.1195622000000185,1.8730446999998094
17,10000,503.6369858557478,1.1125366999999642,1.681058899999698
18,10000,7.4087263319496275,1.1601676000000225,2.0067816000000676
19,10000,1089.6592236353185,1.122089799999685,1.8726293999998234
20,10000,743.4217468732115,1.1450588000002426,2.03026970000019
21,10000,564.9593907122937,1.1253630000001067,1.7266581000003498
1,12000,868.8083596660935,1.2111376999996537,2.7806793999998263
2,12000,915.9046418239727,1.1228535999998712,1.7340633999997408
3,12000,420.73151895445255,1.1095203999998375,2.101467500000126
4,12000,495.6981543069169,1.141021599999931,1.8968831000001956
5,12000,1045.5860091895017,1.1077494999999544,1.8496726000003036
6,12000,211.32354127203047,1.1399608000001535,1.941023800000039
7,12000,326.1006565094031,1.1150477999999566,1.8679514000000381
8,12000,2.5647451990430232,1.1438060999998925,1.7255338999998457
9,12000,190.2389605520262,1.1253919000000678,3.10762270000032
10,12000,517.2354501866113,1.116193800000019,1.7068543999998838
11,12000,629.4518659315125,1.132803700000295,1.906007900000077
12,12000,24.836874768388242,1.1563210000003892,2.524844700000358
13,12000,580.7787556697543,1.1333292999997866,2.1978056999996625
14,12000,593.3781734260054,1.136961600000177,2.553352100000211
15,12000,3.0674615424142293,1.1717279999998027,1.812086399999771
16,12000,3.0292760280051767,1.1468596999998226,2.0081844000001183
17,12000,170.2361565828577,1.1231869000002916,2.7745121000002655
18,12000,374.7130118077309,1.1448522999999113,2.7745522000000165
19,12000,249.87004450322652,1.1439620999999534,2.322689299999638
20,12000,4.093522596753145,1.1173036000000138,1.8092719999999645
21,12000,399.8945753801401,1.12265380000008,2.2646669000000657
1,14000,365.33048287312755,1.111284799999794,1.8570113999999194
2,14000,125.61993400673433,1.1088793999997506,2.1537751000000753
3,14000,5.778037165889676,1.1090175999997882,3.3992389000000003
4,14000,239.50449293834066,1.1275756000000001,3.428361500000392
5,14000,340.4510633348736,1.1376728999998704,1.8438013999998475
6,14000,406.83837003392335,1.1325371000002633,2.738904100000127
7,14000,455.48493747849056,1.1107483000000684,3.5496358000000328
8,14000,491.5410690278613,1.0949777000000722,2.4562135999999555
9,14000,298.9951926114002,1.1266885999998522,3.0906128999999964
10,14000,443.53418516970686,1.1234794000001784,1.984581000000162
11,14000,173.89290654200207,1.123333399999865,2.1107523000000583
12,14000,73.23363516608926,1.136815999999726,3.296060199999829
13,14000,7.599200214700629,1.1433216000000357,3.1517627000002904
14,14000,270.82688318297795,1.1399819999996907,3.2448300000000927
15,14000,2.33072137506301,1.147186800000327,1.904644400000052
16,14000,67.5065941169978,1.1439771000000292,2.7160251999998763
17,14000,131.84840927819505,1.1393803000000844,1.9536966999999095
18,14000,503.67078061773844,1.1385064999999486,2.39782090000017
19,14000,215.47336297219675,1.1680237000000488,2.3759768999998414
20,14000,259.01371810927304,1.1638597999999547,2.609512100000302
21,14000,243.84518588547016,1.1212423000001763,2.7520614999998543
1,16000,339.40171992679825,1.1569405000000188,2.6409068000002662
2,16000,259.9561419309888,1.1466531000000941,3.051673999999821
3,16000,318.87926085396265,1.1737923999999111,5.383893900000203
4,16000,90.03725750059596,1.1635794999997415,2.896588099999917
5,16000,292.8693831520008,1.1513276000000587,2.8231596000000536
6,16000,200.60379592080218,1.165885999999773,2.7403388999996423
7,16000,138.42496029652725,1.161189899999954,2.8789323999999397
8,16000,384.051503548455,1.1318374999996195,2.6356206999998903
9,16000,43.161742078773514,1.1446869000001243,2.826729900000373
10,16000,416.767102455287,1.1756045000001905,2.575204499999927
11,16000,397.32411233992696,1.18489529999988,3.6664890000001833
12,16000,573.4645904638978,1.1405523000003086,3.940820799999983
13,16000,70.34500876445873,1.1443297000000712,2.540672699999959
14,16000,173.7461269579621,1.2252301999997144,3.448165699999663
15,16000,581.5805729838596,1.2184368000002905,2.556151100000079
16,16000,50.33773558720055,1.1595557999999073,2.5997904999999264
17,16000,13.913425105664164,1.1426211000002695,3.031096499999876
18,16000,203.2636417116023,1.1203872999999476,2.8382861999998568
19,16000,281.0058540620152,1.1597515999997086,2.7726800000000367
