run,size,ratio,sampling_time_s,total_time_s
1,10000,1.1367412308705585,1.000248194031883,1.7715426840004511
2,10000,1.0598916833971082,0.5666008010157384,1.8505922940094024
3,10000,1.0477405606936419,0.5636517960228957,2.2668794830096886
4,10000,1.1451131629418192,0.5788555350154638,1.26983934402233
5,10000,1.2070384744183507,0.5694848300190642,1.0217530810041353
6,10000,1.0659881292042572,0.5712863120133989,2.1009079630021006
7,10000,1.0822611056026483,0.5729432379594073,2.12104321597144
8,10000,1.0297879026539467,0.5738847309839912,2.065753353992477
9,10000,1.0707149960126392,0.5691289859823883,2.0261387119535357
10,10000,1.108842826048082,0.5696620439994149,1.2005218959529884
11,10000,1.0378432916169094,0.568530430959072,2.3448958059889264
12,10000,1.1346467488196192,0.5667764800018631,1.1515639429562725
13,10000,1.070468289022196,0.5698696470353752,1.2804099229979329
14,10000,1.0788584979305385,0.5721046180115081,1.978640929039102
15,10000,1.0860949659919692,0.5692158490419388,1.974321699992288
16,10000,1.0642295961385093,0.571885562967509,2.377749185950961
17,10000,1.0855398835261414,0.5689157790038735,2.880199820967391
18,10000,1.0506729719296752,0.572329962044023,3.0987850570236333
19,10000,1.071754757019181,0.5726404690067284,2.0877161730313674
20,10000,1.0657233115698452,0.5670295850140974,2.9133470059605315
21,10000,1.0598193577371497,0.5725557690020651,1.5535063190036453
1,12000,1.0521978785160069,0.5692046530311927,2.160780235019047
2,12000,1.0197203754599298,0.5666817050077952,3.3369778500054963
3,12000,1.0639748022005395,0.5686068600043654,1.9010390540352091
4,12000,1.0454464747969476,0.5667102790321223,1.9616908560274169
5,12000,1.0371991017258053,0.5666330919484608,1.5904164729872718
6,12000,1.0965861870638653,0.5683499929727986,1.819868044985924
7,12000,1.0227414277691949,0.5637774749775417,2.86362013296457
8,12000,1.0221680405467546,0.5685489890165627,2.5599186660256237
9,12000,1.0171633396281647,0.5640342599945143,2.2007695319480263
10,12000,1.0512519523946415,0.5672577529912814,2.1048127569956705
11,12000,1.0654317694596358,0.5626899530179799,1.7536584110348485
12,12000,1.0306816962733798,0.5696201359969564,2.6062544850283302
13,12000,1.0413322757735988,0.5638668710016645,2.4068877960089594
14,12000,1.0307638756673745,0.563906716008205,1.770929419028107
15,12000,1.1144124067103314,0.5745900940382853,1.258978730009403
16,12000,1.1474519526482916,0.5680308740120381,1.1056198480073363
17,12000,1.0641065030490617,0.5703338959719986,1.9332131890114397
18,12000,1.1329510149664497,0.5677659519715235,1.5041308079962619
19,12000,1.1235267576196875,0.5671892110258341,1.3086268060142174
20,12000,1.0463977384961296,0.5689978550071828,1.7587814130238257
21,12000,1.0625339727006775,0.5693893660209142,2.207072759978473
1,14000,1.0282605184752056,0.5766031149541959,2.774464531976264
2,14000,1.1073645005687727,0.5837484230287373,1.9186178050003946
3,14000,1.1315649019852347,0.5844218379934318,1.633759121003095
4,14000,1.0439481265227248,0.582295973028522,2.507913959037978
5,14000,1.1498443032358057,0.5809468780062161,1.1092715359991416
6,14000,1.0445616455150244,0.5797926520463079,2.266020228038542
7,14000,1.1228360172642478,0.5798850959981792,1.5017248449730687
8,14000,1.0436041769808002,0.5859430460259318,2.5096637370297685
9,14000,1.0275492559570607,0.5785865479847416,2.37518110696692
10,14000,1.0308386336417505,0.5782161749666557,3.6299085220089182
11,14000,1.0961075281471182,0.581598679011222,1.6630649520084262
12,14000,1.0495579575889151,0.5820202479953878,2.510798638977576
13,14000,1.0155685145347964,0.578795331006404,2.9393453159718774
14,14000,1.0968175235918693,0.5801781779737212,2.0048290980048478
15,14000,1.0225957549232114,0.5783733709831722,3.0272327639977448
16,14000,1.0257412948506757,0.5782611180329695,2.662550317996647
17,14000,1.0452679588905727,0.5848491909564473,2.8973808379960246
18,14000,1.0250505833411172,0.5824061650200747,2.780799573054537
19,14000,1.0369875182902704,0.5822120570228435,3.130621264979709
20,14000,1.049786138390361,0.5801523170084693,1.8847593810060062
21,14000,1.021473821829926,0.5832151559880003,3.583868135989178
